label,text
差评,衣服不是一般差，发货速度太慢了，用17天才到？
差评,垃圾快递、垃圾服务、
差评,京东骗子，匆买，产品有问题，退货不退运费，买者请三思，祝你好运
差评,快递要求京东配送，竟然发个圆通过来，裤子刚刚到手，价格竟然降到***很是气愤??
差评,裤子穿了几天就烂掉了成了乞丐服
差评,太垃圾了，随便标个班尼路的标就是真牌子？一看就是水货，奉劝大家不要浪费这***
差评,真心不怎么样太垃圾了
差评,这特马就是破烂
差评,服务态度不好，我填的地址送不到，还叫我给快递花钱转邮政
差评,差劲，没法说了，压根没法穿
差评,型号不标准，质量太差了，不值这个价！
差评,购买一条加厚款的和一条不加厚款的，商家发货与购买物品不相符合，全部发送 不加厚款，咨询卖家卖家答复是按照下单发送，实物加厚款和不加厚款完全没区别，标牌几乎无区别，存在严重的欺骗行为
差评,我还以为里面有绒，太薄了
差评,很不满意的一次购物，前后身色差，客服说不是质量问题！
差评,根本不是纯棉的，超级差
差评,不怎么地感觉让坑了
差评,物流龟速，商铺老板不理不睬
差评,不好，裤子洗过以后掉色，发白
差评,服装制作过程中甲醛含量超标，气味很大，熏得头疼
差评,买了最大号，居然还是穿不下，给小孩穿还行
差评,差，掉色太太太厉害了
差评,退货商家态度恶劣，要不是京东客服货款都不退，我也是醉了！
差评,我靠这衣服只价值*，买了后悔一辈子！算我黑仔！
差评,码偏小啊?‘
差评,像女人的背心，不敢恭维
差评,我真得吐槽了 买了两件XL大小的 一件黑一件白的 对比了一下 黑的竟然小很多 怎么穿 卖家挑衣服的时候尺寸真给力 两件标牌都不一样 还同一款？？？？？这黑色的180衣服简直就是170的
差评,码数小的太离普了！我想问是正牌嘛？？
差评,太薄，抬腿裤子开裆，不说，看图为证。客服居然说不能运动，废话，买裤子不能抬腿吗？
差评,一般，款式老，面料比较粗糙，
差评,等了一周才到的而且让我去很远的地方去拿， 裤子拆开拿到手里就发现手上是裤子的颜料，掉色太严重了，大家千万不要买啊！！！ 好坑啊
差评,妈的，人生第一次穿那么恶心的裤子！这样也太不符合图片的样式了，居然平邮等八天才收到，，，，，，直接愣了，。。。大家不要买千万别上当，我要投诉投诉
差评,衣服收到破的怎没人管了
差评,不满意 售后服务差 产品太烂 要换 还发火
差评,衣服太少了买来没法穿呀。偷工减料的产品怎么行呢？
差评,物流太慢，差评
差评,差差嚓擦差差
差评,不建议买，首先是样式不好看，其次卖家态度很差，最后物流慢，不想匿名
差评,你*的就给我这样的裤子？特么的这是我在京东唯一一次买到烂东西，就你这家店，你老母的，老子准备过年穿的，滚你*，给你一星都奢侈
差评,商品太差了，不建议买，不好穿，没法穿
差评,买的商品跟路边摊的差不多
差评,衣服很差s号就很大，很溥，没有形，与介绍的相差太大
差评,重未有过这么快的快递，让邮政小包都汗颜
差评,不合适袖口太大设计不好看
差评,衣服很容易破，裂开，真的是一分钱一分货！有点失望。
差评,色差太大了 ，快递也够慢的
